,ticker,group_code,company_name,company_short_name
459,FTS,VNINDEX,Công ty Cổ phần Chứng khoán FPT,Chứng khoán FPT
460,FRC,UpcomIndex,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Lâm đặc sản xuất khẩu Quảng Nam
461,FT1,UpcomIndex,Công ty Cổ phần Phụ tùng máy số 1,Phụ tùng máy số 1
462,FOX,UpcomIndex,Công ty Cổ phần Viễn thông FPT,FPT Telecom
463,FTI,UpcomIndex,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Công nghiệp - Thương mại Hữu Nghị
464,FUEMAV30,VNINDEX,Quỹ ETF MAFM VN30,Quỹ ETF MAFM VN30
465,FUESSV30,VNINDEX,Quỹ ETF SSIAM VN30,Quỹ ETF SSIAM VN30
466,FUEVFVND,VNINDEX,Quỹ ETF DCVFMVN DIAMOND,Quỹ ETF DCVFMVN DIAMOND
467,FUEVN100,VNINDEX,Quỹ ETF VINACAPITAL VN100,Quỹ ETF VINACAPITAL VN100
468,G20,UpcomIndex,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Đầu tư Dệt may Vĩnh Phúc
469,GAB,VNINDEX,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,Đầu tư Khai khoáng và Quản lý Tài sản FLC
470,M10,UpcomIndex,Tổng công ty May 10 - Công ty Cổ phần,May10
471,GAS,VNINDEX,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,PV Gas
472,BVB,UpcomIndex,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Bản Việt
473,GDT,VNINDEX,Công ty Cổ phần Chế biến Gỗ Đức Thành,Gỗ Đức Thành
474,GDW,HNXIndex,Công ty Cổ phần Cấp nước Gia Định,Cấp nước Gia Định
475,GEX,VNINDEX,Công ty Cổ phần Tập đoàn Gelex,Tập đoàn Gelex
476,GEE,UpcomIndex,Công ty Cổ phần Điện lực Gelex,Thiết bị điện GELEX
477,PGV,VNINDEX,Tổng Công ty Phát điện 3 - Công ty Cổ phần,Tổng Công ty Phát điện 3
478,GER,UpcomIndex,Công ty Cổ phần Thể thao Ngôi sao Geru,Thể thao Ngôi sao Geru
479,GGG,UpcomIndex,Công ty Cổ phần Ô tô Giải Phóng,Ôtô Giải Phóng
480,GHC,UpcomIndex,Công ty Cổ phần Thủy điện Gia Lai,Thủy điện Gia Lai
481,FGL,UpcomIndex,Công ty Cổ phần Cà phê Gia Lai,Cà Phê Gia Lai
482,GLW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Gia Lai,Cấp thoát nước Gia Lai
483,GIL,VNINDEX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,XNK Bình Thạnh
484,GLC,UpcomIndex,Công ty Cổ phần Vàng Lào Cai,Vàng Lào Cai
485,GEG,VNINDEX,Công ty Cổ phần Điện Gia Lai,Điện Gia Lai
486,GLT,HNXIndex,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,KT Điện Toàn Cầu
487,GMA,HNXIndex,Công ty Cổ phần G-Automobile,Enteco Việt Nam
488,GMC,VNINDEX,Công ty Cổ phần Garmex Sài Gòn,Garmex Sài Gòn
489,GMD,VNINDEX,Công ty Cổ phần Gemadept,Gemadept
490,GMX,HNXIndex,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Gạch ngói Mỹ Xuân
491,GIC,HNXIndex,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,ĐT Dịch vụ và PT Xanh
492,GSM,UpcomIndex,Công ty Cổ phần Thủy điện Hương Sơn,Thủy điện Hương Sơn
493,GSP,VNINDEX,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Gas Shipping
494,C36,UpcomIndex,Công ty Cổ phần Quản lý và Xây dựng Công trình Giao thông 236,XD công trình giao thông 236
495,GTA,VNINDEX,Công ty Cổ phần Chế biến Gỗ Thuận An,Gỗ Thuận An
496,DDH,UpcomIndex,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Đảm bảo GTĐT Hải Phòng
497,GTH,UpcomIndex,Công ty Cổ phần Xây dựng Giao thông Thừa Thiên Huế,XD-GT Thừa Thiên Huế
498,GTT,UpcomIndex,Công ty Cổ phần Thuận Thảo,Thuận Thảo Group
499,H11,UpcomIndex,Công ty Cổ phần Xây dựng HUD101,Xây dựng HUD101
500,PHN,HNXIndex,Công ty Cổ phần Pin Hà Nội,Pin Hà Nội
501,HC1,UpcomIndex,Công ty Cổ phần Xây dựng số 1 Hà Nội,Xây dựng số 1 Hà Nội
502,HCB,UpcomIndex,Công ty Cổ phần Dệt may 29/3,Dệt may 29/3
503,HC3,UpcomIndex,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Xây dựng số 3 Hải Phòng
504,HAD,HNXIndex,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia Hà Nội - Hải Dương
505,HDP,UpcomIndex,Công ty Cổ phần Dược Hà Tĩnh,Dược Hà Tĩnh
506,HAG,VNINDEX,Công ty Cổ phần Hoàng Anh Gia Lai,Hoàng Anh Gia Lai
507,HAH,VNINDEX,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải và Xếp dỡ Hải An
508,HAI,VNINDEX,Công ty Cổ phần Nông dược HAI,Nông Dược HAI
509,HPX,VNINDEX,Công ty Cổ phần Đầu tư Hải Phát,Đầu tư Hải Phát
510,HID,VNINDEX,Công ty Cổ phần Halcom Vietnam,Halcom Vietnam
511,HNR,UpcomIndex,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Cồn Rượu và Nước Giải Khát Hà Nội
512,HLB,UpcomIndex,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Bia và NGK Hạ Long
513,HLT,UpcomIndex,Công ty Cổ phần Dệt may Hoàng Thị Loan,Dệt may Hoàng Thị Loan
514,HAM,UpcomIndex,Công ty Cổ phần Vật tư Hậu Giang,Vật tư Hậu Giang
515,HHV,VNINDEX,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Đầu tư Hạ tầng Giao thông Đèo Cả
516,AAS,UpcomIndex,Công ty Cổ phần Chứng khoán SmartInvest,Chứng khoán SmartInvest
517,BBM,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Nam Định,Bia Hà Nội - Nam Định
518,HAN,UpcomIndex,Tổng Công ty Xây dựng Hà Nội - CTCP,Xây dựng Hà Nội
519,HD6,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Phát triển nhà số 6 Hà Nội
520,HNP,UpcomIndex,Công ty Cổ phần Hanel Xốp Nhựa,Hanel Xốp Nhựa
521,HSM,UpcomIndex,Tổng Công ty Cổ phần Dệt May Hà Nội,HANOSIMEX
522,HAP,VNINDEX,Công ty Cổ phần Tập Đoàn Hapaco,Tập đoàn Hapaco
523,HTM,UpcomIndex,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Thương mại Hà Nội - Hapro
524,HAR,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,BĐS An Dương Thảo Điền
525,HAS,VNINDEX,Công ty Cổ phần Hacisco,Hacisco
526,HES,UpcomIndex,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Giải trí Hà Nội
527,HAT,HNXIndex,Công ty Cổ phần Thương mại Bia Hà Nội,TM Bia Hà Nội
528,GH3,UpcomIndex,Công ty Cổ phần Công trình giao thông Hà Nội,Công trình giao thông Hà Nội
529,HAV,UpcomIndex,Công ty Cổ phần Rượu Hapro,Rượu Hapro
530,HGW,UpcomIndex,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang,Công trình đô thị Hậu Giang
531,HTW,UpcomIndex,Công ty Cổ phần Cấp nước Hà Tĩnh,Cấp nước Hà Tĩnh
532,HAX,VNINDEX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô Hàng Xanh
533,HBC,VNINDEX,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Tập đoàn Xây dựng Hòa Bình
534,HBD,UpcomIndex,Công ty Cổ phần Bao bì PP Bình Dương,Bao bì PP Bình Dương
535,HBH,UpcomIndex,Công ty Cổ phần HABECO - Hải Phòng,HABECO Hải Phòng
536,HBS,HNXIndex,Công ty Cổ phần Chứng khoán Hòa Bình,Chứng khoán Hòa Bình
537,HCC,HNXIndex,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Bê tông Hòa Cầm
538,XDH,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Đầu tư XD Dân dụng Hà Nội
539,HCD,VNINDEX,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,SX và Thương mại HCD
540,HCI,UpcomIndex,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Đầu tư - XD Hà Nội
541,HCM,VNINDEX,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán HSC
542,HTE,UpcomIndex,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Kinh doanh điện lực TP HCM
543,HCT,HNXIndex,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng 
544,HDA,HNXIndex,Công ty Cổ phần Hãng sơn Đông Á,Hãng sơn Đông Á
545,HDB,VNINDEX,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,HDBank
546,HDC,VNINDEX,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Phát triển Nhà BR-VT
547,HDG,VNINDEX,Công ty Cổ phần Tập đoàn Hà Đô,Tập đoàn Hà Đô
548,HDM,UpcomIndex,Công ty Cổ phần Dệt May Huế,Dệt May Huế
549,HDO,UpcomIndex,Công ty Cổ phần Hưng Đạo Container,Hưng Đạo Container
550,DHD,UpcomIndex,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược Vật Tư Y Tế Hải Dương
551,HDW,UpcomIndex,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Nước sạch Hải Dương
552,HEC,UpcomIndex,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Tư vấn XD Thủy Lợi II (HEC II)
553,HEJ,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Tư vấn Xây dựng Thủy Lợi VN
554,HEM,UpcomIndex,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Chế tạo điện cơ Hà Nội
555,HEP,UpcomIndex,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Môi trường và Công trình đô thị Huế
556,HEV,HNXIndex,Công ty Cổ phần Sách Đại học - Dạy nghề,Sách Đại học - Dạy nghề
557,HFC,UpcomIndex,Công ty Cổ phần Xăng dầu HFC,Xăng dầu HFC
558,HFX,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,XNK Thanh Hà
559,HGM,HNXIndex,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khoáng sản Hà Giang
560,HGT,UpcomIndex,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang
561,HHC,HNXIndex,Công ty Cổ phần Bánh kẹo Hải Hà,Bánh kẹo Hải Hà
562,HHG,HNXIndex,Công ty Cổ phần Hoàng Hà,Vận tải Hoàng Hà
563,HHN,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải và DV Hàng hóa Hà Nội
564,HHP,VNINDEX,Công ty Cổ phần Giấy Hoàng Hà Hải Phòng,Giấy Hoàng Hà Hải Phòng
565,HHR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Hải,Đường sắt Hà Hải
566,HHS,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Đầu tư DV Hoàng Huy
567,TCH,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,ĐT DV Tài chính Hoàng Huy
568,HSL,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Thực phẩm Hồng Hà
569,HIG,UpcomIndex,Công ty Cổ phần Tập Đoàn HIPT,Tập Đoàn HIPT
570,HPI,UpcomIndex,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Khu công nghiệp Hiệp Phước
571,HJS,HNXIndex,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu
572,HKB,UpcomIndex,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Thực phẩm Hà Nội - Kinh Bắc
573,HKP,UpcomIndex,Công ty Cổ phần Bao bì Hà Tiên,Bao bì Hà Tiên
574,HKT,HNXIndex,Công ty Cổ phần Đầu tư Ego Việt Nam,Đầu tư Ego Việt Nam
575,HLA,UpcomIndex,Công ty Cổ phần Hữu Liên Á Châu,Hữu Liên Á Châu
576,HLC,HNXIndex,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm
577,HLD,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản HUDLAND
578,HLG,UpcomIndex,Công ty Cổ phần Tập đoàn Hoàng Long,Tập đoàn Hoàng Long
579,HLR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Lạng,Đường sắt Hà Lạng
580,HLS,UpcomIndex,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Sứ Hoàng Liên Sơn
581,HLY,UpcomIndex,Công ty Cổ phần Gốm Xây Dựng Yên Hưng,Gốm Xây Dựng Yên Hưng
582,HMC,VNINDEX,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM
583,HMS,UpcomIndex,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,XD Bảo tàng Hồ Chí Minh
584,HMG,UpcomIndex,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim Khí Hà Nội
585,HMH,HNXIndex,Công ty Cổ phần Hải Minh,Tập đoàn Hải Minh
586,BKH,UpcomIndex,Công ty Cổ phần Bánh mứt kẹo Hà Nội,Bánh mứt kẹo Hà Nội
587,DCH,UpcomIndex,Công ty Cổ phần Địa chính Hà Nội,Địa chính Hà Nội
588,HAF,UpcomIndex,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm Hà Nội
589,HNG,VNINDEX,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Nông nghiệp Quốc tế HAGL
590,HNA,UpcomIndex,Công ty Cổ phần Thủy điện Hủa Na,Thủy điện Hủa Na
591,HNM,UpcomIndex,Công ty Cổ phần Sữa Hà Nội,HANOIMILK
592,DHN,UpcomIndex,Công ty Cổ phần Dược phẩm Hà Nội,Dược Hà Nội
593,HRT,UpcomIndex,Công ty Cổ phần Vận tải đường sắt Hà Nội,Vận tải đường sắt Hà Nội
594,TSJ,UpcomIndex,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco
595,HJC,UpcomIndex,Công ty Cổ phần Hòa Việt,Công ty Cổ phần Hòa Việt
596,HOM,HNXIndex,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai
597,HOT,VNINDEX,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An
598,HPB,UpcomIndex,Công ty Cổ phần Bao bì PP,Bao bì PP
599,HAC,UpcomIndex,Công ty Cổ phần Chứng khoán Hải Phòng,Chứng khoán Hải Phòng
600,CCP,UpcomIndex,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Cảng Cửa Cấm
601,HPD,UpcomIndex,Công ty Cổ phần Thủy điện Đăk Đoa,Thủy điện Đăk Đoa
602,HPG,VNINDEX,Công ty Cổ phần Tập đoàn Hòa Phát,Hòa Phát
603,HPH,UpcomIndex,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa Chất Hưng Phát Hà Bắc
604,HPM,UpcomIndex,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khoáng sản Hoàng Phúc
605,HPP,UpcomIndex,Công ty Cổ phần Sơn Hải Phòng,Sơn Hải Phòng
606,DPH,UpcomIndex,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng
607,HPT,UpcomIndex,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,DV Công nghệ Tin học HPT
608,TUG,UpcomIndex,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Lai dắt và VT cảng Hải Phòng
609,HPW,UpcomIndex,Công ty Cổ phần Cấp nước Hải Phòng,Cấp nước Hải Phòng
610,HQC,VNINDEX,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Địa ốc Hoàng Quân
611,HRB,UpcomIndex,Công ty Cổ phần Harec Đầu tư và Thương Mại,Harec Đầu tư và Thương Mại
612,HRC,VNINDEX,Công ty Cổ phần Cao su Hòa Bình,Cao su Hòa Bình
613,HSA,UpcomIndex,Công ty Cổ phần HESTIA,HESTIA
614,HSG,VNINDEX,Công ty Cổ phần Tập đoàn Hoa Sen,Tập đoàn Hoa Sen
615,HSI,UpcomIndex,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Phân bón Hóa sinh
616,HSP,UpcomIndex,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Sơn Tổng hợp Hà Nội
617,HT1,VNINDEX,Công ty Cổ phần Xi măng VICEM Hà Tiên,VICEM Hà Tiên
618,HTC,HNXIndex,Công ty Cổ phần Thương mại Hóc Môn,Thương mại Hóc Môn
619,HTG,UpcomIndex,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Dệt may Hòa Thọ
620,HTI,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,PT Hạ tầng IDICO
621,HTN,VNINDEX,Công ty Cổ phần Hưng Thịnh Incons,Hưng Thịnh Incons
622,HTL,VNINDEX,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô Trường Long
623,HTP,HNXIndex,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,In SGK Hòa Phát
624,HTR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Thái,Đường sắt Hà Thái
625,HTT,UpcomIndex,Công ty Cổ phần Thương mại Hà Tây,Thương mại Hà Tây
626,HTV,VNINDEX,Công ty Cổ phần Logistics Vicem,Logistics Vicem
627,HU1,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng HUD1
628,HU3,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng HUD3
629,HU4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Đầu tư và Xây dựng HUD4
630,HD2,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Đầu tư phát triển nhà HUD 2
631,HU6,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,PT Nhà và Đô thị HUD6
632,HD8,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,PT Nhà và Đô thị HUD8
633,HWS,UpcomIndex,Công ty Cổ phần Cấp nước Thừa Thiên Huế,Cấp nước Thừa Thiên Huế
634,HNI,UpcomIndex,Công ty Cổ phần May Hữu Nghị,May Hữu Nghị
635,HUG,UpcomIndex,Tổng công ty May Hưng Yên - Công ty Cổ phần,May Hưng Yên
636,HUT,HNXIndex,Công ty Cổ phần Tasco,HUD - Tasco
637,HNF,UpcomIndex,Công ty Cổ phần Thực phẩm Hữu Nghị,Bánh kẹo Hữu Nghị
638,HVA,UpcomIndex,Công ty Cổ phần Đầu tư HVA,Đầu tư HVA
639,HVH,VNINDEX,Công ty Cổ phần Đầu tư và Công nghệ HVC,Đầu tư và Công nghệ HVC
640,HVG,UpcomIndex,Công ty Cổ phần Hùng Vương,Thủy sản Hùng Vương
641,HVT,HNXIndex,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất Việt trì
642,HVX,VNINDEX,Công ty Cổ phần Xi măng Vicem Hải Vân,Xi măng Vicem Hải Vân
643,L40,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng 40,Đầu tư và Xây dựng 40
644,IBC,VNINDEX,Công ty Cổ phần Đầu tư APAX Holdings,Đầu tư APAX Holdings
645,ICC,UpcomIndex,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng công nghiệp
646,ILB,VNINDEX,Công ty Cổ phần ICD Tân Cảng - Long Bình,ICD Tân Cảng Long Bình
647,ICF,UpcomIndex,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản,Đầu tư Thương mại Thủy sản
648,ICG,HNXIndex,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng Sông Hồng
649,ICI,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Đầu tư và XD Công nghiệp
650,CC4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng số 4,ĐT và XD số 4
651,IDI,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Đầu tư và PT Đa Quốc Gia
652,IDC,HNXIndex,Tổng Công ty IDICO - CTCP,IDICO
653,MCI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Đầu tư Xây dựng và Phát triển Vật liệu IDICO
654,IDJ,HNXIndex,Công ty Cổ phần Đầu tư IDJ Việt Nam,Đầu tư IDJ Việt Nam
655,IDP,UpcomIndex,Công ty Cổ phần Sữa Quốc tế,Sữa Quốc tế
656,IDV,HNXIndex,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,PT Hạ tầng Vĩnh Phúc
657,IFS,UpcomIndex,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm Quốc tế
658,IHK,UpcomIndex,Công ty Cổ phần In Hàng Không,In Hàng Không
659,IJC,VNINDEX,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex IJC
660,ILA,UpcomIndex,Công ty Cổ phần ILA,Công ty ILA
661,ILC,UpcomIndex,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hợp tác lao động với nước ngoài
662,IME,UpcomIndex,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Xây lắp Công nghiệp
663,IMP,VNINDEX,Công ty Cổ phần Dược phẩm IMEXPHARM,IMEXPHARM
664,IN4,UpcomIndex,Công ty Cổ phần In số 4,In số 4
665,IBD,UpcomIndex,Công ty Cổ phần In Tổng hợp Bình Dương,In Tổng hợp Bình Dương
666,INC,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư IDICO,Tư vấn Đầu tư IDICO
667,DDG,HNXIndex,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Đầu tư CN XNK Đông Dương
668,INN,HNXIndex,Công ty Cổ phần Bao bì và In Nông nghiệp,Bao bì và In Nông Nghiệp
669,IRC,UpcomIndex,Công ty Cổ phần Cao su Công nghiệp,Cao su Công nghiệp
670,ILS,UpcomIndex,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,TM và Dịch vụ Quốc tế
671,IPA,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tập đoàn Đầu tư I.P.A
672,ISG,UpcomIndex,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải biển và Hợp tác LĐ Quốc Tế
673,IST,UpcomIndex,Công ty Cổ phần ICD Tân Cảng Sóng Thần,ICD Tân Cảng Sóng Thần
674,ITA,VNINDEX,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Đầu tư CN Tân Tạo
675,ITS,UpcomIndex,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Thương mại và DV - Vinacomin
676,ITC,VNINDEX,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Đầu tư kinh doanh Nhà
677,ITD,VNINDEX,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Tiên Phong
678,ITQ,HNXIndex,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang
679,IVS,HNXIndex,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Chứng khoán Guotai Junan (Việt Nam)
680,JVC,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Đầu tư và Phát triển Y tế Việt Nhật
681,KAC,UpcomIndex,Công ty Cổ phần Đầu tư Địa ốc Khang An,Địa ốc Khang An
682,KBC,VNINDEX,Tổng Công ty Phát triển Đô thị Kinh Bắc,TCT Đô thị Kinh Bắc
683,KCE,UpcomIndex,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Bê tông Ly tâm ĐL Khánh Hòa
684,KDC,VNINDEX,Công ty Cổ phần Tập đoàn KIDO,Tập đoàn KIDO
685,KDH,VNINDEX,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Nhà Khang Điền
686,KDM,HNXIndex,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL
687,KTC,UpcomIndex,Công ty Cổ phần Thương mại Kiên Giang,Thương mại Kiên Giang
688,KHA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,Đầu tư và DV Khánh Hội
689,KHG,VNINDEX,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Tập đoàn Khải Hoàn Land
690,KHW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Cấp thoát nước Khánh Hòa
691,KHL,UpcomIndex,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,VLXD Hưng Long
692,KHP,VNINDEX,Công ty Cổ phần Điện lực Khánh Hòa,Điện lực Khánh Hòa
693,KGM,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,XNK Kiên Giang
694,KHS,HNXIndex,Công ty Cổ phần Kiên Hùng,Thủy sản Kiên Hùng
695,KKC,HNXIndex,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái
696,KLB,UpcomIndex,Ngân hàng Thương mại Cổ phần Kiên Long,KienlongBank
697,KLF,HNXIndex,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Global
698,KLM,UpcomIndex,Công ty Cổ phần Kim loại màu Nghệ Tĩnh,Kim loại màu Nghệ Tĩnh
699,GKM,HNXIndex,Công ty Cổ phần Khang Minh Group,Khang Minh Group
700,KMR,VNINDEX,Công ty Cổ phần Mirae,MIRAE
701,KMT,HNXIndex,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung
702,KOS,VNINDEX,Công ty Cổ phần KOSY,Công ty KOSY
703,KPF,VNINDEX,Công ty Cổ phần Đầu tư Tài sản KOJI,Đầu tư Tài sản KOJI
704,KSB,VNINDEX,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương
705,KSD,HNXIndex,Công ty Cổ phần Đầu tư DNA,Đầu tư DNA
706,KSH,UpcomIndex,Công ty Cổ phần Damac GLS,Damac GLS
707,KHD,UpcomIndex,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Khoáng sản Hải Dương
708,LMC,UpcomIndex,Công ty Cổ phần Long Beach LMC,Khoáng sản LATCA
709,KSQ,HNXIndex,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Việt Nam
710,KSS,UpcomIndex,Tổng Công ty Cổ phần Khoáng sản Na Rì Hamico,Na Rì Hamico
711,KST,HNXIndex,Công ty Cổ phần KASATI,KASATI
712,KSV,HNXIndex,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV
