,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
1365,HOSE,Chứng khoán Trí Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,55.0,365.0,0.021,http://www.tvsc.vn,4.0,0.015,0.0,-0.516,112.1,112.1,CK,TVB,,,,
1366,UPCOM,Thủy sản số 4,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1993,82.0,1737.0,0.008,http://www.seafoodno4.com,3.2,-0.017,-0.042,-0.407,16.1,16.2,CT,TS4,,,,
1367,HNX,Ắc quy Tia Sáng,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,225.0,295.0,0.0,http://www.tiasangbattery.com,3.4,-0.022,-0.029,2.088,6.7,6.7,CT,TSB,,,,
1368,HOSE,Kỹ thuật NN Cần Thơ,151.0,1357,Hóa chất,Chemicals,1976,714.0,3181.0,0.002,http://www.tsccantho.com.vn,3.6,-0.02,-0.1,-0.518,196.9,196.9,CT,TSC,,,,
1369,UPCOM,Du lịch Trường Sơn Coecco,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,98.0,95.0,0.0,http://www.truongsontourist.com.vn,3.5,-0.017,-0.042,-0.087,1.3,1.3,CT,TSD,,,,
1370,UPCOM,Dịch vụ KT Viễn Thông,308.0,9533,Công nghệ Thông tin,Technology,2000,116.0,0.0,0.01,http://www.tst.com.vn,3.6,-0.017,-0.052,0.19,4.8,4.8,CT,TST,,,,
1371,HOSE,XD và PT Trường Thành,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,138.0,8256.0,0.003,http://www.truongthanhgroup.com.vn,3.8,-0.012,-0.049,-0.102,157.5,157.5,CT,TTA,,,,
1372,HOSE,Tập đoàn Tiến Bộ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,69.0,335.0,0.0,http://www.tienbo.vn,3.4,0.017,-0.368,-0.502,101.5,101.5,CT,TTB,,,,
1373,HNX,Gạch men Thanh Thanh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,321.0,0.0,0.098,http://www.thanhthanhceramic.com,4.0,-0.009,-0.027,0.098,5.9,6.0,CT,TTC,,,,
1374,HNX,Du lịch - Thương Mại Tây Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,110.0,137.0,0.025,http://www.tanitour.com.vn,3.6,-0.017,0.056,0.908,4.6,4.6,CT,TTT,,,,
1375,HOSE,Gỗ Trường Thành,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2003,4016.0,3958.0,0.003,http://www.truongthanh.com,3.2,-0.015,-0.079,-0.479,393.5,393.5,CT,TTF,,,,
1376,UPCOM,May Thanh Trì,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,638.0,0.0,0.066,http://www.hapro.com.vn,3.6,-0.132,-0.158,-0.048,2.0,2.0,CT,TTG,,,,
1377,HOSE,Xây lắp Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,1622.0,998.0,0.013,http://www.xaylaphue.com.vn,3.9,-0.003,-0.042,-0.353,22.9,22.9,CT,HUB,,,,
1378,UPCOM,CTCP RedstarCera,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,420.0,209.0,0.0,https://redstarcera.com/,3.5,0.133,0.108,0.131,11.0,11.0,CT,TRT,,,,
1379,UPCOM,Công nghệ và Truyền thông VN,267.0,6535,Viễn thông,Telecommunications,2008,328.0,2493.0,0.004,http://www.vntt.com.vn,4.0,-0.039,0.042,-0.321,36.7,36.7,CT,TTN,,,,
1380,UPCOM,Bao bì nhựa Tân Tiến,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,792.0,415.0,0.882,https://tapack.com,4.1,0.149,-0.373,-0.156,13.5,15.0,CT,TTP,,,,
1381,HNX,Xây dựng Tiến Trung,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,7.0,1173.0,0.129,http://www.ttzholdings.com.vn,3.6,-0.017,-0.042,-0.437,7.6,7.6,CT,TTZ,,,,
1382,UPCOM,Gạch ngói Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,518.0,290.0,0.003,http://www.tuildonai.com.vn,3.6,-0.056,-0.009,0.074,9.0,9.0,CT,GND,,,,
1383,UPCOM,Cấp thoát nước Tuyên Quang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,285.0,325.0,0.0,http://www.capthoatnuoctuyenquang.vn,3.2,-0.017,-0.042,0.286,8.9,8.9,CT,TQW,,,,
1384,UPCOM,Tư vấn XD Điện 1,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1982,734.0,1626.0,0.0,http://www.pecc1.com.vn,3.3,0.027,-0.034,0.408,26.7,26.7,CT,TV1,,,,
1385,HOSE,Tư vấn XD Điện 2,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1985,753.0,986.0,0.15,http://www.pecc2.com,3.7,-0.026,0.037,-0.188,67.5,67.5,CT,TV2,,,,
1386,HNX,Tư vấn XD điện 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,467.0,0.0,0.003,http://www.pecc3.com.vn,3.8,-0.093,-0.173,-0.131,9.5,9.5,CT,TV3,,,,
1387,HNX,Tư vấn XD Điện 4,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,446.0,485.0,0.01,http://www.pecc4.vn,3.9,-0.009,-0.035,0.038,19.8,19.8,CT,TV4,,,,
1388,UPCOM,TM ĐT xây lắp điện Thịnh Vượng,253.0,5379,Bán lẻ,Retail,2008,0.0,129.0,0.49,http://www.thinhvuongvn.com,3.4,0.023,-0.042,-0.48,3.0,3.0,CT,TV6,,,,
1389,UPCOM,Sứ Viglacera Thanh Trì,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,335.0,339.0,0.0,http://www.viglacerathanhtri.vn,3.3,-0.017,0.104,0.144,6.3,6.3,CT,TVA,,,,
1390,HNX,Tập đoàn Trí Việt,299.0,8775,Dịch vụ tài chính,Financial Services,2012,33.0,441.0,0.002,http://tcorp.vn,3.8,0.005,-0.021,-0.482,118.6,118.6,CT,TVC,,,,
1391,HNX,Than Vàng Danh,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2008,5527.0,0.0,0.029,http://www.vangdanhcoal.com.vn,4.0,-0.03,-0.1,0.125,45.0,45.0,CT,TVD,,,,
1392,UPCOM,XD Giao thông Vận tải,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1959,125.0,129.0,0.0,http://www.tricc-jsc.com.vn,3.0,-0.017,-0.042,1.129,2.0,2.0,CT,TVG,,,,
1393,UPCOM,Dược phẩm TV.Pharm,238.0,4577,Y tế,Health Care,2003,713.0,234.0,0.001,http://www.tvpharm.com.vn,3.7,-0.079,-0.008,0.373,29.5,29.5,CT,TVP,,,,
1394,HOSE,Chứng khoán Thiên Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,67.0,978.0,0.284,http://www.tvs.vn,3.3,-0.017,-0.069,-0.232,109.2,109.2,CK,TVS,,,,
1395,UPCOM,Nước sạch Thái Nguyên,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009,477.0,374.0,0.0,http://www.nuocsachthainguyen.vn,3.4,0.161,0.564,0.286,16.0,16.0,CT,TNW,,,,
1396,HNX,Thạch cao Xi măng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,58.0,1116.0,0.008,http://www.thachcaoximang.com.vn,3.4,-0.017,-0.042,-0.289,7.0,7.0,CT,TXM,,,,
1397,HOSE,Dây và Cáp điện Taya,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1992,259.0,0.0,0.409,http://www.taya.com.vn,3.5,0.023,-0.099,-0.094,30.7,6.1,CT,TYA,,,,
1398,UPCOM,Đô thị Cần Thơ,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,351.0,165.0,0.0,http://www.congtrinhdothicantho.vn,3.8,-0.017,-0.042,0.081,5.3,5.3,CT,UCT,,,,
1399,HOSE,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1995,232.0,1201.0,0.122,http://www.udec.com.vn,3.2,-0.019,-0.089,-0.459,34.7,35.0,CT,UDC,,,,
1400,UPCOM,Becamex UDJ,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,16.0,676.0,0.052,http://www.becamexudj.com.vn,4.1,-0.035,-0.069,-0.052,16.5,16.5,CT,UDJ,,,,
1401,UPCOM,Cơ điện Uông Bí - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,195.0,171.0,0.0,http://www.codienuongbi.vn,3.4,-0.417,-0.442,-0.114,2.4,2.4,CT,UEM,,,,
1402,UPCOM,Liên hợp Thực phẩm,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005,178.0,114.0,0.0,http://www.lhtp.com.vn,3.4,-0.017,-0.042,0.422,6.0,6.0,CT,FCC,,,,
1403,HOSE,Phát triển Nhà và Đô thị IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000,99.0,572.0,0.128,http://www.idico-udico.com.vn/welcome/vn,4.0,-0.03,-0.069,-0.05,8.0,8.0,CT,UIC,,,,
1404,UPCOM,Công trình đô thị Nam Định,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,206.0,205.0,0.0,http://www.congtrinhdothinamdinh.vn,3.5,-0.017,-0.042,0.296,1.8,1.8,CT,UMC,,,,
1405,HNX,Viễn Liên,308.0,9533,Công nghệ Thông tin,Technology,1993,16.0,0.0,0.016,http://www.vienlien.com.vn,3.5,0.006,-0.106,-0.445,15.6,15.6,CT,UNI,,,,
1406,UPCOM,Cây xanh Vũng Tàu,276.0,7575,"Điện, nước & xăng dầu khí đốt",Utilities,2009,604.0,0.0,0.0,http://www.upcgreen.com,3.7,-0.017,-0.042,0.292,3.4,3.4,CT,UPC,,,,
1407,UPCOM,Dược phẩm TW25,238.0,4577,Y tế,Health Care,2007,192.0,447.0,0.0,http://www.uphace.com.vn,3.4,-0.034,-0.06,0.163,13.3,13.3,CT,UPH,,,,
1408,UPCOM,Khảo sát và Xây dựng - USCO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,296.0,313.0,0.0,http://www.usco.vn,3.2,-0.017,0.538,1.081,5.5,5.5,CT,USC,,,,
1409,UPCOM,Công trình Đô thị Sóc Trăng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,403.0,0.0,0.0,http://www.ctdtst.vn,3.8,0.013,0.021,0.374,5.6,5.6,CT,USD,,,,
1410,UPCOM,VINACONEX No11,336.0,8633,Bất động sản,Real Estate,1996,10.0,0.0,0.003,http://www.vinaconex11.com.vn,3.5,-0.017,-0.042,-0.442,8.4,8.4,CT,V11,,,,
1411,HNX,VINACONEX 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1996,244.0,520.0,0.0,http://www.vinaconex12.com.vn,3.6,0.001,-0.132,-0.198,11.6,5.8,CT,V12,,,,
1412,UPCOM,Vinaconex 15,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1978,520.0,0.0,0.002,http://www.vinaconex15.com,3.5,-0.017,-0.209,-0.42,10.0,10.0,CT,V15,,,,
1413,HNX,Vinaconex 21,336.0,8633,Bất động sản,Real Estate,2005,312.0,249.0,0.0,http://www.vinaconex21.vn,3.3,0.014,-0.011,-0.466,12.0,12.0,CT,V21,,,,
1414,UPCOM,Ngân hàng Việt Á,289.0,8355,Ngân hàng,Banks,2003,1673.0,1913.0,0.0,http://www.vietabank.com.vn,4.2,-0.017,-0.056,-0.207,540.0,540.0,NH,VAB,,,,
1415,HOSE,Phân lân Văn Điển,151.0,1357,Hóa chất,Chemicals,2009,362.0,0.0,0.0,https://vandienfmp.vn,4.0,-0.006,-0.124,-0.14,37.7,37.7,CT,VAF,,,,
1416,UPCOM,Phốt pho Apatit Việt Nam,151.0,1357,Hóa chất,Chemicals,2014,217.0,189.0,0.001,https://pacvietnam.vn,4.4,-0.032,0.001,,25.0,25.0,CT,PAT,,,,
1417,UPCOM,Viễn thông Vạn Xuân,314.0,9578,Công nghệ Thông tin,Technology,2006,45.0,104.0,0.057,http://www.vatel.com.vn,3.5,-0.017,-0.042,-0.41,4.5,4.6,CT,VAT,,,,
1418,UPCOM,VIWACO,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2015,216.0,100.0,0.022,https://viwaco.vn,3.8,-0.081,-0.086,-0.029,32.0,32.0,CT,VAV,,,,
1419,HNX,Nhựa - Bao bì Vinh,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1996,1036.0,262.0,0.019,http://nhuabaobivinh.com,3.7,0.118,-0.088,-0.116,7.5,7.5,CT,VBC,,,,
1420,UPCOM,Điện tử Bình Hòa,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,213.0,0.0,0.015,http://www.viettronics-binhhoa.com,3.8,0.13,0.105,0.706,2.9,2.9,CT,VBH,,,,
1421,HNX,Xây dựng số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,121.0,0.0,0.026,http://www.vinaconex1.com.vn,3.3,0.022,-0.112,-0.366,12.0,12.0,CT,VC1,,,,
1422,HNX,Đầu tư và Xây dựng VINA2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,295.0,0.0,0.001,http://www.vina2.com.vn,3.4,0.03,0.129,-0.554,47.2,47.2,CT,VC2,,,,
1423,HNX,Tập đoàn Nam Mê Kông,339.0,8637,Bất động sản,Real Estate,2002,132.0,1281.0,0.0,http://www.nammekong.net,3.3,-0.024,0.005,0.014,100.2,100.2,CT,VC3,,,,
1424,UPCOM,Xây dựng Số 5,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,1012.0,0.0,0.011,http://www.vina5.vn,3.4,-0.017,-0.042,-0.464,5.0,5.0,CT,VC5,,,,
1425,HNX,Visicons,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000,261.0,815.0,0.104,http://www.visicons.vn,3.4,-0.017,-0.067,-0.046,8.8,8.8,CT,VC6,,,,
1426,HNX,BGI Group,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,107.0,0.0,0.001,http://www.bgi.vn,3.4,-0.002,-0.057,-0.42,48.0,48.0,CT,VC7,,,,
1427,HNX,Xây dựng số 9,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,217.0,834.0,0.026,http://www.vinaconex-9.com.vn,2.9,-0.04,-0.147,-0.536,11.7,12.0,CT,VC9,,,,
1428,HOSE,Thép VICASA - VNSTEEL,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,396.0,732.0,0.079,http://www.vicasasteel.com,3.4,-0.048,-0.13,-0.158,15.2,15.2,CT,VCA,,,,
1429,HOSE,Vietcombank,289.0,8355,Ngân hàng,Banks,2008,17215.0,26686.0,0.236,http://www.vietcombank.com.vn,3.9,0.01,-0.058,0.4,4732.5,4732.5,NH,VCB,,,,
1430,HNX,Vinaconex 25,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,465.0,478.0,0.0,http://www.vinaconex25.com.vn,3.1,-0.032,-0.108,-0.258,12.0,12.0,CT,VCC,,,,
1431,UPCOM,XD CN và đô thị Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,309.0,213.0,0.0,http://www.vcc.com.vn,3.7,-0.017,-0.202,0.95,1.8,1.8,CT,CCV,,,,
1432,HOSE,Vinacafé Biên Hòa,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2004,327.0,390.0,0.007,http://www.vinacafebienhoa.com,3.8,-0.087,-0.201,0.186,26.6,26.6,CT,VCF,,,,
1433,HOSE,VINACONEX,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,6845.0,7864.0,0.064,http://www.vinaconex.com.vn,3.3,-0.007,0.017,-0.171,485.9,485.9,CT,VCG,,,,
1434,UPCOM,Viglacera Hà Nội,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,468.0,378.0,0.0,http://www.viglacerahanoi.com.vn,3.3,-0.017,-0.042,0.364,5.6,5.6,CT,VIH,,,,
1435,HNX,Xuất nhập khẩu Than - Vinacomin,160.0,1771,Tài nguyên Cơ bản,Basic Resources,1982,152.0,155.0,0.0,http://coalimex.vn,4.3,-0.017,0.101,1.618,11.0,11.0,CT,CLM,,,,
1436,HNX,VINACONEX MEC,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995,54.0,656.0,0.0,http://www.vinaconexmec.vn,3.7,-0.017,-0.014,0.462,3.0,3.0,CT,VCM,,,,
1437,UPCOM,Vinaconex - ITC,336.0,8633,Bất động sản,Real Estate,2008,19.0,2796.0,0.0,https://vinaconexitc.com.vn/,3.1,-0.026,-0.127,-0.281,210.0,210.0,CT,VCR,,,,
1438,HNX,VICOSTONE,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,682.0,4400.0,0.031,http://www.vicostone.com,4.1,-0.001,-0.032,-0.255,160.0,160.0,CT,VCS,,,,
1439,HOSE,Chứng khoán Bản Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2007,189.0,13657.0,0.252,http://www.vcsc.com.vn,3.8,0.017,0.231,0.038,435.5,435.5,CK,VCI,,,,
1440,UPCOM,Tư vấn XD Vinaconex,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,190.0,0.0,0.0,http://www.vinaconsult.com.vn,3.7,-0.017,-0.042,0.055,1.1,1.1,CT,VCT,,,,
1441,UPCOM,Xi măng Yên Bình,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2012,348.0,668.0,0.001,http://www.ximangyenbinh.com,3.3,-0.017,-0.042,-0.293,26.5,26.5,CT,VCX,,,,
1442,UPCOM,Vận tải và CB Than Đông Bắc,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2012,522.0,520.0,0.0,http://www.vtcbdongbac.com.vn,3.6,-0.017,-0.042,0.286,8.7,8.7,CT,VDB,,,,
1443,HNX,Thực phẩm Lâm Đồng,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2003,197.0,0.0,0.007,http://www.ladofoods.vn,3.3,-0.087,-0.292,0.085,14.7,14.7,CT,VDL,,,,
1444,UPCOM,Vinatex Đà Nẵng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,3022.0,0.0,0.0,http://www.vinatexdn.com.vn,3.0,-0.017,0.185,-0.08,3.1,3.1,CT,VDN,,,,
1445,HOSE,Chứng khoán Rồng Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,330.0,6083.0,0.013,http://www.vdsc.com.vn,3.7,0.028,0.018,-0.38,210.0,210.0,CK,VDS,,,,
1446,UPCOM,Lưới thép Bình Tây,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1977,181.0,0.0,0.0,http://www.luoithepbinhtay.com.vn,3.3,-0.017,0.052,0.294,2.0,2.0,CT,VDT,,,,
1447,HNX,VNECO 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,38.0,0.0,0.257,http://www.vneco1.com.vn,3.8,-0.178,-0.114,-0.343,5.9,6.0,CT,VE1,,,,
1448,HNX,Xây dựng Điện VNECO 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,35.0,276.0,0.007,http://www.vneco2.com.vn,3.7,-0.017,-0.042,-0.101,2.1,2.2,CT,VE2,,,,
1449,HNX,Xây dựng điện VNECO 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1988,85.0,0.0,0.002,http://www.vneco3.com.vn,3.3,-0.19,-0.019,-0.032,1.3,1.3,CT,VE3,,,,
1450,HNX,Xây dựng điện VNECO4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1989,108.0,115.0,0.001,http://www.vneco4.com.vn,3.4,0.042,0.058,0.752,1.0,1.0,CT,VE4,,,,
1451,HNX,Xây dựng Điện Vneco 8,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,96.0,0.0,0.008,http://www.vneco8.com.vn,3.4,-0.017,-0.132,-0.16,1.8,1.8,CT,VE8,,,,
1452,UPCOM,VNECO 9,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,6.0,0.0,0.002,http://www.vneco9.com,3.8,0.045,-0.042,-0.471,12.0,12.5,CT,VE9,,,,
1453,UPCOM,Máy động lực và Máy NN,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1052.0,1912.0,0.051,http://www.veamcorp.com,4.0,-0.02,-0.053,0.201,1328.8,1328.8,CT,VEA,,,,
1454,UPCOM,Triển lãm Việt Nam,255.0,5555,Truyền thông,Media,2011,88.0,0.0,0.0,http://www.vefac.vn,3.4,-0.001,-0.001,-0.414,166.6,166.6,CT,VEF,,,,
1455,UPCOM,Điện tử và Tin học VN,311.0,9572,Công nghệ Thông tin,Technology,2007,66.0,518.0,0.0,http://www.veic.com.vn,3.8,0.023,-0.177,-0.178,43.8,43.8,CT,VEC,,,,
1456,UPCOM,MÊ CA VNECO,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,109.0,446.0,0.001,http://www.mecavneco.com.vn,3.0,-0.017,-0.042,0.311,9.0,9.0,CT,VES,,,,
1457,UPCOM,Vận tải biển VINAFCO,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001,721.0,0.0,0.447,http://www.vinafco.com.vn,3.7,-0.294,0.334,1.642,33.8,34.0,CT,VFC,,,,
1458,HOSE,Khử trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,1993,1216.0,687.0,0.027,http://www.vfc.com.vn,4.1,-0.023,-0.074,0.234,41.7,41.7,CT,VFG,,,,
1459,UPCOM,Vận tải Vietfracht,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,201.0,547.0,0.0,http://www.vietfracht.com.vn,3.7,-0.13,-0.129,0.01,15.0,15.0,CT,VFR,,,,
1460,UPCOM,Chứng khoán Nhất Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2008,44.0,0.0,0.0,http://www.vfs.com.vn,3.5,-0.094,-0.104,0.583,80.3,80.3,CK,VFS,,,,
1461,HOSE,Tổng Công ty Viglacera,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,7629.0,4286.0,0.05,http://www.viglacera.com.vn,4.0,0.016,-0.033,-0.128,448.4,448.4,CT,VGC,,,,
1462,HNX,Cảng Rau Quả,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001,24.0,0.0,0.013,http://www.vegeport.com,3.3,-0.017,-0.042,0.268,7.8,8.2,CT,VGP,,,,
1463,HNX,Ống thép Việt Đức,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,472.0,2268.0,0.004,http://www.vgpipe.com.vn,3.7,-0.001,0.025,-0.304,48.4,48.4,CT,VGS,,,,
1464,UPCOM,Chứng khoán Stanley Brothers,300.0,8777,Dịch vụ tài chính,Financial Services,2011,37.0,108.0,0.0,http://www.sbsi.vn,3.4,-0.017,0.001,0.199,33.9,33.9,CK,VUA,,,,
1465,UPCOM,Dệt may Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,1771.0,1024.0,0.0,http://www.natexco.com.vn,3.5,-0.017,-0.002,-0.426,15.6,15.6,CT,NDT,,,,
1466,HOSE,Thủy sản Vĩnh Hoàn,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2007,3500.0,2487.0,0.306,https://vinhhoan.com,4.2,-0.046,-0.089,-0.125,183.4,183.4,CT,VHC,,,,
1467,UPCOM,Chế biến lương thực Vĩnh Hà,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1993,105.0,179.0,0.0,http://www.vinhha.com.vn,3.6,-0.017,-0.376,0.105,21.5,21.5,CT,VHF,,,,
1468,UPCOM,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,185.0,2727,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003,2.0,3879.0,0.004,http://viettrungnam.com.vn,3.8,-0.059,0.003,-0.489,150.0,150.0,CT,VHG,,,,
1469,UPCOM,Kinh doanh nhà Thành Đạt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,75.0,0.0,0.0,http://www.thanhdathouse.com.vn,3.6,-0.017,-0.142,0.036,7.5,7.5,CT,VHH,,,,
1470,HNX,Viglacera Hạ Long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,2116.0,470.0,0.026,http://www.viglacerahalong.vn,3.4,-0.038,-0.063,0.296,25.0,25.0,CT,VHL,,,,
1471,HOSE,VIBBank,289.0,8355,Ngân hàng,Banks,1996,5372.0,1316.0,0.205,http://www.vib.com.vn,3.9,0.004,-0.001,-0.072,2107.7,2107.7,NH,VIB,,,,
1472,HOSE,VinGroup,336.0,8633,Bất động sản,Real Estate,2002,65325.0,32650.0,0.128,http://www.vingroup.net,3.3,0.015,0.005,-0.036,3813.9,3813.9,CT,VIC,,,,
1473,HOSE,May Việt Thắng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,942.0,738.0,0.04,https://vietthang.com.vn,3.6,-0.019,-0.084,-0.01,21.0,21.0,CT,TVT,,,,
1474,HOSE,Viễn Đông,156.0,1737,Tài nguyên Cơ bản,Basic Resources,1974,32.0,3501.0,0.004,http://www.dautuviendong.vn,4.0,-0.081,-0.189,-0.189,40.8,40.8,CT,VID,,,,
1475,UPCOM,Bia Sài Gòn - Nghệ Tĩnh,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2006,261.0,1156.0,0.006,http://www.vidabeer.vn,4.0,-0.017,0.029,0.158,10.5,10.5,CT,SB1,,,,
1476,UPCOM,Dầu nhờn PV Oil,151.0,1357,Hóa chất,Chemicals,2009,108.0,0.0,0.008,http://www.lube.pvoil.vn,3.7,-0.017,-0.101,-0.437,8.9,8.9,CT,PVO,,,,
1477,HNX,Tập đoàn MBG,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,31.0,9038.0,0.012,http://www.maxxbau.com,4.4,0.004,0.0,-0.353,120.2,120.2,CT,MBG,,,,
1478,HOSE,Dược phẩm VIDIPHA,238.0,4577,Y tế,Health Care,2003,426.0,506.0,0.004,http://www.vidipha.com.vn,3.9,-0.055,-0.106,0.278,16.8,16.8,CT,VDP,,,,
1479,UPCOM,CN Viễn thông VI TE CO,314.0,9578,Công nghệ Thông tin,Technology,1991,23.0,165.0,0.003,http://www.viteco.vn,4.1,-0.16,-0.328,-0.426,5.1,2.1,CT,VIE,,,,
1480,HNX,Mỏ Việt Bắc - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1980,2035.0,993.0,0.001,http://www.cmv.vn,4.0,0.012,-0.07,-0.007,105.0,105.0,CT,MVB,,,,
1481,HOSE,Vietjet Air,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2007,5842.0,5333.0,0.175,http://www.vietjetair.com,3.4,-0.027,0.025,0.034,541.6,541.6,CT,VJC,,,,
1482,HNX,Dược liệu Việt Nam,238.0,4577,Y tế,Health Care,2011,144.0,221.0,0.0,https://duoclieuvietnam.com.vn,3.5,0.05,0.191,,35.7,35.7,CT,DVM,,,,
1483,UPCOM,Du lịch Vietourist,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2011,118.0,148.0,0.0,http://www.vietourist.com.vn,3.9,-0.008,0.068,-0.121,12.0,12.0,CT,VTD,,,,
