,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
14,UPCOM,Camimex,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2013,862.0,110.0,0.0,https://cmmseafood.com.vn,3.7,-0.017,-0.179,,57.0,57.0,CT,CMM,,,,
15,UPCOM,Tổng công ty Chè Nghệ An - CTCP,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1992,515.0,0.0,0.0,http://ngheantea.com.vn,3.1,-0.017,-0.042,0.286,3.4,0.8,CT,CNA,,,,
16,HOSE,KIM GROWTH VN30 ETF,302.0,8985,Dịch vụ tài chính,Financial Services,2021,0.0,0.0,0.832,https://koreainvestment.com.vn/en/home,5.0,0.014,0.029,0.006,44.0,44.0,QU,FUEKIV30,,,,
17,UPCOM,Tập đoàn Truyền thông và Giải trí ODE,254.0,5553,Truyền thông,Media,2016,0.0,126.0,0.0,https://ode.vn,3.3,0.003,0.001,0.097,10.0,10.0,CT,ODE,,,,
18,HNX,Đá Hoàng Mai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2011,65.0,143.0,0.0,https://rcchoangmai.vn,4.1,-0.058,-0.139,-0.23,5.6,5.6,CT,HMR,,,,
19,HNX,Nhựa Picomat,150.0,1353,Hóa chất,Chemicals,2010,51.0,129.0,0.0,https://picomat.vn,4.0,-0.213,-0.222,,20.0,20.0,CT,PCH,,,,
20,UPCOM,DHC Suối Đôi,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2014,0.0,307.0,0.0,https://dhcsuoidoi.vn,3.0,-0.017,-0.191,,31.1,31.1,CT,DSD,,,,
21,HOSE,Tâp đoàn 911,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,50.0,138.0,0.0,https://911group.com.vn,3.8,-0.033,-0.073,,24.0,24.0,CT,NO1,,,,
22,UPCOM,Tập đoàn MGROUP,336.0,8633,Bất động sản,Real Estate,2013,0.0,119.0,0.0,https://www.mgroup.vn,3.8,0.044,-0.121,,20.0,20.0,CT,MGR,,,,
23,UPCOM,Petro Times,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2015,0.0,307.0,0.0,https://petrotimesgroup.com,3.2,-0.029,-0.147,,15.0,15.0,CT,PPT,,,,
24,UPCOM,Cảng Cửa Việt,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,20.0,20.0,0.0,https://cuavietport.com,3.8,-0.017,-0.042,,3.4,3.4,CT,CVP,,,,
25,UPCOM,Tập đoàn Giáo dục Trí Việt,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,0.0,103.0,0.0,https://trivietgroup.edu.vn,5.0,0.016,-0.071,,3.2,3.2,CT,CAR,,,,
26,UPCOM,Tập đoàn Green+,238.0,4577,Y tế,Health Care,2016,42.0,184.0,0.0,https://greenplus.group,3.7,0.013,-0.192,,41.6,41.6,CT,GPC,,,,
27,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,302.0,8985,Dịch vụ tài chính,Financial Services,2022,0.0,0.0,0.0,https://www.tvam.vn/vi,5.0,-0.017,-0.042,,20.1,20.1,QU,FUCTVGF4,,,,
28,HOSE,Quỹ ETF DCVFMVNMIDCAP,302.0,8985,Dịch vụ tài chính,Financial Services,2022,0.0,0.0,0.9,https://dragoncapital.com.vn,5.0,-0.007,-0.021,,9.4,9.4,QU,FUEDCMID,,,,
29,,,,,,,,,,,,,,,,,,,,400.0,887999,Bad Request,8b2f95cdb419da45
30,,,,,,,,,,,,,,,,,,,,400.0,887999,Bad Request,0c75e124189c970c
31,UPCOM,Thực phẩm G.C,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,,573.0,124.0,0.0,https://gcfood.com.vn,3.2,0.025,-0.008,,30.7,30.7,CT,GCF,,,,
32,UPCOM,TM và SX Lập Phương Thành,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,0.0,1033.0,0.0,http://lapphuongthanh.vn,3.9,-0.027,-0.092,-0.031,12.0,12.0,CT,LPT,,,,
33,HOSE,An Phát Bioplastics,150.0,1353,Hóa chất,Chemicals,2002,2713.0,27697.0,0.02,https://anphatbioplastics.com,3.5,0.015,0.025,-0.215,382.3,382.3,CT,AAA,,,,
34,HOSE,Thủy sản Mekong,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2002,159.0,0.0,0.007,http://www.mekongfish.vn,3.9,0.037,0.016,0.072,10.5,12.3,CT,AAM,,,,
35,HOSE,Tập đoàn Tiên Sơn Thanh Hóa,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1995,1200.0,2431.0,0.002,http://tiensonaus.com,4.3,-0.021,-0.044,-0.339,63.8,63.8,CT,AAT,,,,
36,HNX,Việt Tiên Sơn Địa ốc,336.0,8633,Bất động sản,Real Estate,2010,39.0,7892.0,0.0,http://www.viettienson.com,3.6,0.009,-0.067,-0.527,69.0,69.0,CT,AAV,,,,
37,UPCOM,Ngân hàng An Bình,289.0,8355,Ngân hàng,Banks,1993,3614.0,5409.0,0.246,http://www.abbank.vn,3.7,-0.004,-0.042,-0.217,940.9,940.9,NH,ABB,,,,
38,UPCOM,BH NH Nông Nghiệp,292.0,8536,Bảo hiểm,Insurance,2006,748.0,0.0,0.098,http://www.abic.com.vn,3.8,-0.032,-0.027,-0.078,50.4,51.6,BH,ABI,,,,
39,HOSE,Đầu tư Nhãn Hiệu Việt,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,10.0,513.0,0.488,http://www.vbinvest.com.vn,4.2,0.0,-0.177,-0.274,20.0,20.0,CT,ABR,,,,
40,HOSE,DV Nông nghiệp Bình Thuận,253.0,5379,Bán lẻ,Retail,2004,54.0,7471.0,0.0,http://www.bitagco.com,3.5,-0.017,-0.06,-0.472,80.0,80.0,CT,ABS,,,,
41,HOSE,Thủy sản Bến Tre,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1977,706.0,1032.0,0.017,http://www.aquatexbentre.com,4.0,-0.047,-0.001,0.196,11.8,14.4,CT,ABT,,,,
42,HOSE,ACB,289.0,8355,Ngân hàng,Banks,1993,11008.0,44011.0,0.3,http://www.acb.com.vn,4.2,0.001,-0.012,0.244,3377.4,3377.4,NH,ACB,,,,
43,HOSE,Đầu tư và XD Bình Dương ACC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,253.0,2386.0,0.079,http://www.becamexacc.com.vn,3.8,-0.024,-0.084,-0.001,105.0,105.0,CT,ACC,,,,
44,UPCOM,Bê tông An Giang,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1982,373.0,230.0,0.024,http://www.aceco.com.vn,3.9,-0.02,-0.028,0.336,3.1,3.1,CT,ACE,,,,
45,HOSE,Thủy sản CL An Giang,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1986,1074.0,0.0,0.029,http://www.clfish.com,4.0,-0.008,-0.021,-0.241,50.2,50.2,CT,ACL,,,,
46,UPCOM,Tập đoàn Khoáng sản Á Cường,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1996,17.0,1448.0,0.018,http://www.acuonggroup.vn,3.6,-0.184,-0.328,-0.553,51.0,51.0,CT,ACM,,,,
47,UPCOM,Xây lắp Thương mại 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,154.0,152.0,0.002,http://www.acsc.com.vn,3.2,-0.07,-0.553,-0.172,4.0,4.0,CT,ACS,,,,
48,UPCOM,Cảng Hàng không VN,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,0.0,8633.0,0.038,https://www.vietnamairport.vn,3.6,-0.033,-0.066,0.18,2177.0,2177.2,CT,ACV,,,,
49,HNX,Mĩ thuật và Truyền thông,256.0,5557,Truyền thông,Media,2006,354.0,208.0,0.086,http://adc.net.vn/,4.1,-0.056,-0.072,0.003,4.0,4.0,CT,ADC,,,,
50,UPCOM,Sơn Á Đông,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1970,170.0,0.0,0.008,http://www.adongpaint.com.vn,3.9,-0.012,0.063,0.1,23.0,23.0,CT,ADP,,,,
51,UPCOM,XNK Nông sản An Giang,248.0,5337,Bán lẻ,Retail,2011,239.0,751.0,0.0,http://www.afiex.com.vn,3.3,-0.057,-0.129,-0.149,35.0,35.0,CT,AFX,,,,
52,UPCOM,Thủy sản An Giang,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2001,1860.0,0.0,0.005,http://www.agifish.com.vn,3.3,-0.128,-0.154,-0.214,28.1,28.1,CT,AGF,,,,
53,UPCOM,Cơ khí An Giang,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,190.0,185.0,0.002,http://www.cokhiangiang.com.vn,3.5,-0.017,-0.042,0.301,3.3,3.3,CT,CKA,,,,
54,UPCOM,Dược phẩm AGIMEXPHARM,238.0,4577,Y tế,Health Care,1981,364.0,627.0,0.0,http://www.agimexpharm.com,3.7,-0.013,0.086,0.628,18.0,18.0,CT,AGP,,,,
55,HOSE,XNK An Giang,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1976,207.0,333.0,0.019,http://www.angimex.com.vn,3.6,-0.008,-0.106,-0.621,18.2,18.2,CT,AGM,,,,
56,HNX,Cảng An Giang,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,120.0,1025.0,0.002,http://www.angiangport.com.vn,3.8,-0.017,0.009,-0.34,13.8,13.8,CT,CAG,,,,
57,UPCOM,Tập đoàn Lộc Trời (BVTV An Giang),151.0,1357,Hóa chất,Chemicals,2004,3420.0,2521.0,0.397,http://www.agpps.com.vn,3.7,0.029,0.0,-0.074,80.6,80.6,CT,LTG,,,,
58,HOSE,Agriseco,300.0,8777,Dịch vụ tài chính,Financial Services,2000,137.0,3968.0,0.003,https://www.agriseco.com.vn/,3.7,0.128,0.177,-0.235,215.4,215.4,CK,AGR,,,,
59,HOSE,Bất động sản An Gia,336.0,8633,Bất động sản,Real Estate,2012,207.0,4895.0,0.049,https://angia.com.vn/,3.7,-0.017,-0.078,-0.08,125.1,125.1,CT,AGG,,,,
60,UPCOM,Nông sản Xuất khẩu Sài Gòn,248.0,5337,Bán lẻ,Retail,2006,832.0,238.0,0.017,http://www.agrexsaigon.com.vn,3.6,-0.039,-0.04,0.402,10.8,10.8,CT,AGX,,,,
61,UPCOM,28.1 JSC,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,632.0,196.0,0.001,http://www.agtex28-1.com,3.9,-0.115,0.058,-0.027,4.9,4.9,CT,AG1,,,,
62,UPCOM,Môi trường Đô thị An Giang,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,686.0,0.0,0.0,http://www.moitruongdothi.angiang.org.vn,3.6,-0.017,-0.042,,19.9,19.9,CT,AGE,,,,
63,HNX,Văn hóa Tân Bình,256.0,5557,Truyền thông,Media,1989,263.0,477.0,0.032,http://www.alta.com.vn,4.3,0.032,-0.008,0.018,5.7,6.2,CT,ALT,,,,
64,UPCOM,Xây dựng ALVICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,15.0,115.0,0.016,http://www.alvico.vn,4.1,-0.092,-0.015,-0.17,5.7,5.7,CT,ALV,,,,
65,HNX,Khoáng sản Á Châu,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2001,113.0,102.0,0.052,http://www.amcvina.vn,4.1,-0.017,0.058,0.373,2.9,2.9,CT,AMC,,,,
66,HOSE,FLC Stone,336.0,8633,Bất động sản,Real Estate,2007,140.0,20584.0,0.007,https://flcstone.vn,3.5,-0.017,-0.317,-0.522,163.5,163.5,CT,AMD,,,,
67,HNX,Cơ điện Alphanam,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995,92.0,238.0,0.022,http://www.alphanam.com.vn,3.5,-0.008,-0.042,0.164,65.2,65.2,CT,AME,,,,
68,UPCOM,Armephaco,238.0,4577,Y tế,Health Care,2010,266.0,186.0,0.0,http://www.armephaco.com.vn,3.3,-0.283,-0.309,-0.229,13.0,13.0,CT,AMP,,,,
69,HNX,Dược-TB Y tế Việt Mỹ,235.0,4535,Y tế,Health Care,2002,13.0,341.0,0.005,http://amvibiotech.com,4.1,-0.017,-0.238,-0.457,131.1,131.1,CT,AMV,,,,
70,HOSE,Gỗ An Cường,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2006,2959.0,477.0,0.385,https://www.ancuong.com,3.9,-0.027,-0.05,-0.102,135.8,135.8,CT,ACG,,,,
71,UPCOM,Rau quả thực phẩm An Giang,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2011,598.0,357.0,0.003,http://www.antesco.com,3.5,-0.017,0.026,0.072,8.0,8.0,CT,ANT,,,,
72,HOSE,Thủy sản Nam Việt,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006,4634.0,0.0,0.067,http://www.navicorp.com.vn,3.8,-0.036,-0.039,-0.005,133.1,127.5,CT,ANV,,,,
73,HOSE,Chiếu xạ An Phú,237.0,4573,Y tế,Health Care,2003,215.0,1467.0,0.152,http://www.apic.com.vn,3.6,0.023,-0.083,-0.222,19.9,20.1,CT,APC,,,,
74,UPCOM,Nông sản Quảng Ngãi,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2003,899.0,570.0,0.0,http://www.apfco.com.vn,4.1,-0.01,0.0,0.717,22.6,22.6,CT,APF,,,,
75,HOSE,Chứng khoán APG,300.0,8777,Dịch vụ tài chính,Financial Services,2007,31.0,11264.0,0.01,http://www.apsi.vn,3.9,-0.026,0.053,-0.295,146.3,146.3,CK,APG,,,,
76,HOSE,Tập đoàn An Phát Holdings,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,0.0,0.0,0.272,http://www.anphatholdings.com,3.4,0.034,0.057,-0.446,243.9,243.9,CT,APH,,,,
77,HNX,APEC INVESTMENT,336.0,8633,Bất động sản,Real Estate,2006,232.0,2495.0,0.001,https://apeci.com.vn,3.7,-0.005,-0.006,-0.449,84.1,84.1,CT,API,,,,
78,UPCOM,Cơ khí và Thiết bị áp lực - VVMI,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,113.0,117.0,0.0,http://www.apluco.vn,3.3,-0.017,-0.042,0.184,1.2,1.2,CT,APL,,,,
79,UPCOM,Phụ gia và SP Dầu mỏ,151.0,1357,Hóa chất,Chemicals,1996,97.0,597.0,0.005,http://www.app.com.vn,3.4,-0.039,-0.145,-0.373,4.7,4.7,CT,APP,,,,
80,HNX,CK Châu Á - TBD,300.0,8777,Dịch vụ tài chính,Financial Services,2006,45.0,1837.0,0.013,https://apec.com.vn/,3.9,0.025,0.107,-0.387,83.0,83.0,CK,APS,,,,
81,HOSE,An Tiến Industries,150.0,1353,Hóa chất,Chemicals,2009,460.0,974.0,0.005,http://www.antienindustries.com,3.7,-0.022,-0.083,-0.434,73.7,73.7,CT,HII,,,,
82,HNX,XNK Hàng không,198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1989,100.0,115.0,0.001,http://www.airimex.vn,3.4,-0.017,-0.042,0.204,3.1,3.1,CT,ARM,,,,
83,UPCOM,Hàng tiêu dùng ASA,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,12.0,675.0,0.003,http://www.asacorp.com.vn,3.7,-0.017,-0.042,0.286,10.0,10.0,CT,ASA,,,,
84,UPCOM,Công ty 32,227.0,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,1098.0,488.0,0.0,http://32jsc.com,3.6,-0.017,-0.133,0.299,6.8,6.8,CT,A32,,,,
85,HOSE,Tập đoàn ASG,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,0.0,0.0,0.009,http://www.asg.net.vn,3.5,-0.038,-0.083,0.078,75.7,75.7,CT,ASG,,,,
86,HOSE,Tập đoàn Sao Mai,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1997,11973.0,20862.0,0.025,http://www.saomainews.vn,3.9,-0.042,-0.064,-0.338,336.5,336.5,CT,ASM,,,,
87,HOSE,Dầu khí An Pha,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,1520.0,4360.0,0.49,http://www.anphapetrol.com,3.3,0.009,-0.009,-0.294,37.3,37.3,CT,ASP,,,,
88,UPCOM,NTACO,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2007,317.0,0.0,0.0,http://www.ntacocorp.com.vn,3.6,0.126,-0.315,-0.524,12.0,12.0,CT,ATA,,,,
89,UPCOM,An Trường An,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2007,11.0,1322.0,0.001,http://www.atajsc.vn,3.8,-0.017,0.1,-0.345,15.2,15.2,CT,ATG,,,,
90,UPCOM,Công ty An Thịnh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,42.0,314.0,0.001,http://www.anthinhjsc.com,3.7,-0.16,-0.185,-0.442,13.9,13.9,CT,ATB,,,,
91,HNX,"ATESCO.,JSC",261.0,5757,Du lịch và Giải trí,Travel & Leisure,1998,103.0,109.0,0.0,http://www.atesco.vn,3.7,-0.025,-0.12,-0.197,3.5,3.5,CT,ATS,,,,
92,UPCOM,Thủy sản Việt An,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2007,1168.0,1949.0,0.001,http://www.anvifish.com,3.5,-0.017,-0.209,-0.42,43.3,43.3,CT,AVF,,,,
93,UPCOM,Thủy điện A Vương,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2012,154.0,146.0,0.0,http://avuong.com,4.1,-0.017,-0.05,0.497,75.1,75.1,CT,AVC,,,,
94,UPCOM,Công ty 482,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,236.0,0.0,0.005,http://www.congty482.com.vn,3.4,-0.017,-0.209,-0.451,5.0,5.0,CT,B82,,,,
95,HOSE,Nông nghiệp BAF Việt Nam,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2017,946.0,333.0,0.001,http://baf.vn,3.6,-0.01,-0.04,-0.099,143.5,143.5,CT,BAF,,,,
96,UPCOM,Bao bì Balpac,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,28.0,142.0,0.002,http://www.balpac.com.vn,4.0,-0.059,-0.158,-0.081,2.0,2.0,CT,BAL,,,,
97,UPCOM,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2008,26.0,104.0,0.0,http://www.ksbanggiangcaobang.com.vn,3.3,-0.017,-0.042,0.286,1.8,1.8,CT,BCV,,,,
98,HNX,Đầu tư SX Bảo Ngọc,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2012,10.0,0.0,0.007,https://banhbaongoc.vn,3.9,-0.007,-0.118,-0.436,25.0,25.0,CT,BNA,,,,
99,UPCOM,Cao su Bà Rịa,150.0,1353,Hóa chất,Chemicals,2010,0.0,1383.0,0.0,http://www.baruco.com.vn,3.5,-0.046,-0.067,0.176,112.5,112.5,CT,BRR,,,,
100,UPCOM,Chè Bàu Cạn,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1996,,268.0,0.0,http://www.catecka.com,3.4,,,,11.9,11.9,CT,CBC,,,,
101,UPCOM,Cấp nước Bạc Liêu,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2015,90.0,117.0,0.0,http://www.capnuocbaclieu.com.vn,3.9,-0.017,-0.495,-0.048,11.2,11.2,CT,BLW,,,,
102,HOSE,Bánh kẹo BIBICA,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1999,816.0,0.0,0.008,http://www.bibica.com.vn,3.8,-0.066,-0.074,0.091,18.8,18.8,CT,BBC,,,,
103,UPCOM,VLXD Biên Hòa,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,675.0,1005.0,0.0,http://www.bbcc.com.vn,3.7,-0.024,-0.088,-0.116,46.8,47.0,CT,VLB,,,,
104,UPCOM,Bao bì Hoàng Thạch,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,152.0,246.0,0.0,http://www.baobihoangthach.vn,3.4,-0.017,-0.149,0.094,2.0,2.0,CT,BBH,,,,
105,HNX,Bao bì Xi măng Bút Sơn,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002,483.0,452.0,0.006,https://butsonpackaging.vn/,3.7,-0.017,0.005,0.275,6.0,6.0,CT,BBS,,,,
106,UPCOM,Bông Bạch Tuyết,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1997,262.0,1539.0,0.008,http://www.bongbachtuyet.com.vn,3.3,-0.095,-0.244,-0.323,9.8,9.8,CT,BBT,,,,
107,UPCOM,Công ty 397,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2010,410.0,308.0,0.0,http://www.congtycophan397.com.vn,3.7,-0.017,-0.042,0.286,5.0,5.0,CT,BCB,,,,
108,HNX,Xi măng Bỉm Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,1356.0,0.0,0.012,http://ximangbimson.com.vn/,3.4,-0.017,-0.007,-0.217,123.2,123.2,CT,BCC,,,,
109,HOSE,XD và GT Bình Dương,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,135.0,1927.0,0.014,http://www.becamexbce.com.vn,3.7,-0.033,-0.131,-0.392,35.0,35.0,CT,BCE,,,,
110,HOSE,Bamboo Capital,299.0,8775,Dịch vụ tài chính,Financial Services,2011,42.0,27151.0,0.019,http://www.bamboocap.com.vn,3.7,-0.015,-0.025,-0.436,533.5,533.5,CT,BCG,,,,
111,UPCOM,Dược Enlie,238.0,4577,Y tế,Health Care,2005,291.0,510.0,0.003,http://www.becamexpharma.vn,3.4,0.048,0.108,0.371,6.0,6.0,CT,BCP,,,,
112,HNX,Sách Bình Định,256.0,5557,Truyền thông,Media,2007,29.0,115.0,0.0,http://www.sachthietbibinhdinh.com.vn,3.7,-0.017,-0.234,0.145,1.1,1.1,CT,BDB,,,,
113,UPCOM,Vật liệu và XD Bình Dương,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,429.0,280.0,0.0,http://www.vlxdbd.com.vn,3.8,0.017,0.047,-0.234,100.0,100.0,CT,MVC,,,,
114,HOSE,Phân bón Bình Điền,151.0,1357,Hóa chất,Chemicals,2011,1234.0,1931.0,0.043,https://binhdien.com/,3.6,-0.008,-0.024,-0.303,57.2,57.2,CT,BFC,,,,
115,UPCOM,May mặc Bình Dương,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,2045.0,273.0,0.012,http://www.protradegarment.com,4.2,-0.01,-0.056,0.685,24.8,24.8,CT,BDG,,,,
116,UPCOM,Thủy điện Buôn Đôn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,60.0,405.0,0.0,http://www.thuydienbuondon.vn,3.8,-0.005,-0.037,0.39,65.5,65.5,CT,BSA,,,,
117,UPCOM,Sản xuất - XNK Bình Dương,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2010,849.0,296.0,0.0,http://www.protrade.com.vn,3.7,-0.046,-0.221,-0.271,300.0,300.0,CT,PRT,,,,
118,UPCOM,Cấp thoát nước Bình Định,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,367.0,391.0,0.001,http://binhdinhwaco.com.vn/,4.5,-0.017,-0.075,0.111,12.4,12.4,CT,BDW,,,,
119,HNX,Sách Đà Nẵng,256.0,5557,Truyền thông,Media,2009,89.0,267.0,0.0,http://www.danangbook.com,3.4,-0.017,-0.042,0.192,3.0,3.0,CT,BED,,,,
120,UPCOM,Điện tử Biên Hoà,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,41.0,202.0,0.0,http://www.belco.com.vn,3.6,-0.017,-0.102,0.202,6.0,6.0,CT,BEL,,,,
121,UPCOM,Cấp thoát nước Bến Tre,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,279.0,357.0,0.005,http://www.capnuocbentre.vn,4.3,-0.034,-0.157,0.059,29.4,29.4,CT,NBT,,,,
122,UPCOM,Nước sạch Bắc Giang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005,264.0,287.0,0.0,http://www.bacgiangwsc.com.vn,3.7,-0.017,-0.042,0.055,18.1,18.1,CT,BGW,,,,
123,UPCOM,Thủy điện Bắc Hà,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008,52.0,238.0,0.0,http://www.thuydienbachalaocai.com.vn,3.7,-0.017,0.06,0.613,66.0,66.0,CT,BHA,,,,
124,UPCOM,Bê tông Biên Hòa,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1999,3.0,467.0,0.01,https://bienhoabcc.vn,3.4,-0.1,-0.126,-0.274,4.5,4.5,CT,BHC,,,,
125,UPCOM,Bia Hà Nội - Kim Bài,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2004,177.0,321.0,0.0,http://www.hkbeco.vn,3.6,-0.017,-0.042,0.448,4.0,4.0,CT,BHK,,,,
126,HOSE,HABECO,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2008,724.0,1001.0,0.176,http://www.habeco.com.vn,3.6,-0.074,-0.082,0.014,231.8,231.8,CT,BHN,,,,
127,UPCOM,Bia Hà Nội - Hải Phòng,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2013,239.0,363.0,0.0,http://www.biahaiphong.vn,3.6,0.051,0.086,-0.061,9.2,9.2,CT,BHP,,,,
128,UPCOM,Đầu tư XD Bạch Đằng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,80.0,102.0,0.003,http://www.bachdangtmc.com,3.7,-0.017,-0.189,0.46,4.6,4.6,CT,BHT,,,,
129,HOSE,Bảo hiểm BIDV,292.0,8536,Bảo hiểm,Insurance,1999,1170.0,1598.0,0.472,http://www.bic.vn,3.6,0.032,-0.031,0.122,117.3,117.3,BH,BIC,,,,
130,HOSE,BIDV,289.0,8355,Ngân hàng,Banks,1993,25416.0,36773.0,0.173,http://www.bidv.com.vn,3.6,-0.003,0.002,0.347,5058.5,5058.5,NH,BID,,,,
131,HOSE,Becamex IDC,336.0,8633,Bất động sản,Real Estate,2006,2398.0,3520.0,0.028,http://www.becamex.com.vn,3.2,-0.006,-0.048,0.446,1035.0,1035.0,CT,BCM,,,,
132,UPCOM,Lương Thực Bình Định,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008,59.0,201.0,0.004,http://www.bidifood.vn,3.5,-0.002,-0.027,0.889,4.0,4.0,CT,BLT,,,,
133,HOSE,Dược - TB Y tế Bình Định,238.0,4577,Y tế,Health Care,2010,1191.0,1841.0,0.09,http://www.bidiphar.com,3.8,-0.02,-0.081,0.159,74.8,74.9,CT,DBD,,,,
134,UPCOM,Chè Biển Hồ,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2010,64.0,365.0,0.0,http://bienhotea.com.vn,3.3,-0.017,-0.042,0.286,8.9,8.9,CT,BHG,,,,
135,HNX,Đầu tư và Phát triển Công nghiệp Bảo Thư,336.0,8633,Bất động sản,Real Estate,2008,12.0,108.0,0.001,https://louisholdings.vn,3.7,0.088,-0.042,-0.55,57.7,57.7,CT,BII,,,,
136,UPCOM,Vắc xin và Sinh phẩm Nha Trang,238.0,4577,Y tế,Health Care,2011,59.0,547.0,0.001,https://biopharco2.com.vn/,3.2,-0.017,0.108,-0.27,8.6,8.6,CT,BIO,,,,
